id,date,subject,title,contexte-election,contexte-tour,cote,departement,departement-nom,departement-insee,identifiant de circonscription,images,pdf,ocr_url,titulaire-nom,titulaire-prenom,titulaire-sexe,titulaire-age,titulaire-age-calcule,titulaire-age-tranche,titulaire-profession,titulaire-mandat-en-cours,titulaire-mandat-passe,titulaire-associations,titulaire-autres-statuts,titulaire-soutien,titulaire-liste,titulaire-decorations,suppleant-nom,suppleant-prenom,suppleant-sexe,suppleant-age,suppleant-age-calcule,suppleant-age-tranche,suppleant-profession,suppleant-mandat-en-cours,suppleant-mandat-passe,suppleant-associations,suppleant-autres-statuts,suppleant-soutien,suppleant-liste,suppleant-decorations
"EL195_L_1993_03_075_05_2_PF_01","1993-03-28","Élections législatives;Assemblée Nationale;France;Ve République","Élections législatives de 1993, Paris - 75, circonscription n°05 : profession de foi de Michel Roussel au tour 2","législatives","2","EL195","75","Paris","75 - Paris (Seine)","5","https://ia902304.us.archive.org/30/items/EL195_L_1993_03_075_05_2_PF_01/EL195_L_1993_03_075_05_2_PF_01_000.jpg;https://ia902304.us.archive.org/30/items/EL195_L_1993_03_075_05_2_PF_01/EL195_L_1993_03_075_05_2_PF_01_001.jpg","https://ia902304.us.archive.org/30/items/EL195_L_1993_03_075_05_2_PF_01/EL195_L_1993_03_075_05_2_PF_01.pdf","https://ia902304.us.archive.org/30/items/EL195_L_1993_03_075_05_2_PF_01/EL195_L_1993_03_075_05_2_PF_01_djvu.txt","Roussel","Michel","homme","non mentionné","non mentionné","non mentionné","professeur économie;principal-adjoint;proviseur","non mentionné","non mentionné","syndicat;école","non mentionné","non mentionné","non mentionné","non","Salmochi","Catherine","femme","non mentionné","non mentionné","non mentionné","secrétaire","non mentionné","non mentionné","droits de l'homme","non mentionné","non mentionné","non mentionné","non"
"EL195_L_1993_03_075_05_2_PF_02","1993-03-28","Assemblée Nationale;France;Élections législatives;Ve République","Élections législatives de 1993, Paris - 75, circonscription n°05 : profession de foi de Claude-Gérard Marcus au tour 2","législatives","2","EL195","75","Paris","75 - Paris (Seine)","5","https://ia802300.us.archive.org/10/items/EL195_L_1993_03_075_05_2_PF_02/EL195_L_1993_03_075_05_2_PF_02_000.jpg;https://ia802300.us.archive.org/10/items/EL195_L_1993_03_075_05_2_PF_02/EL195_L_1993_03_075_05_2_PF_02_001.jpg","https://ia802300.us.archive.org/10/items/EL195_L_1993_03_075_05_2_PF_02/EL195_L_1993_03_075_05_2_PF_02.pdf","https://ia802300.us.archive.org/10/items/EL195_L_1993_03_075_05_2_PF_02/EL195_L_1993_03_075_05_2_PF_02_djvu.txt","Marcus","Claude-Gérard","homme","non mentionné","non mentionné","non mentionné","expert tableaux anciens","conseiller municipal","député sortant","non mentionné","non mentionné","Rassemblement pour la République;Union pour la démocratie française","Union pour la France","non","Challal","Claude","homme","non mentionné","non mentionné","non mentionné","publiciste","adjoint au maire;maire","non mentionné","non mentionné","non mentionné","Rassemblement pour la République;Union pour la démocratie française","Union pour la France","non"
"EL195_L_1993_03_075_06_2_PF_01","1993-03-28","France;Ve République;Élections législatives;Assemblée Nationale","Élections législatives de 1993, Paris - 75, circonscription n°06 : profession de foi de Georges Sarre au tour 2","législatives","2","EL195","75","Paris","75 - Paris (Seine)","6","https://ia804509.us.archive.org/15/items/EL195_L_1993_03_075_06_2_PF_01/EL195_L_1993_03_075_06_2_PF_01_000.jpg;https://ia804509.us.archive.org/15/items/EL195_L_1993_03_075_06_2_PF_01/EL195_L_1993_03_075_06_2_PF_01_001.jpg","https://ia804509.us.archive.org/15/items/EL195_L_1993_03_075_06_2_PF_01/EL195_L_1993_03_075_06_2_PF_01.pdf","https://ia804509.us.archive.org/15/items/EL195_L_1993_03_075_06_2_PF_01/EL195_L_1993_03_075_06_2_PF_01_djvu.txt","Sarre","Georges","homme","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non","Autexier","Jean-Yves","homme","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non"
"EL195_L_1993_03_075_06_2_PF_02","1993-03-28","France;Élections législatives;Ve République;Assemblée Nationale","Élections législatives de 1993, Paris - 75, circonscription n°06 : profession de foi de Anne Cuillé au tour 2","législatives","2","EL195","75","Paris","75 - Paris (Seine)","6","https://ia804501.us.archive.org/5/items/EL195_L_1993_03_075_06_2_PF_02/EL195_L_1993_03_075_06_2_PF_02_000.jpg;https://ia804501.us.archive.org/5/items/EL195_L_1993_03_075_06_2_PF_02/EL195_L_1993_03_075_06_2_PF_02_001.jpg","https://ia804501.us.archive.org/5/items/EL195_L_1993_03_075_06_2_PF_02/EL195_L_1993_03_075_06_2_PF_02.pdf","https://ia804501.us.archive.org/5/items/EL195_L_1993_03_075_06_2_PF_02/EL195_L_1993_03_075_06_2_PF_02_djvu.txt","Cuillé","Anne","femme","non mentionné","non mentionné","non mentionné","directeur général commune","non mentionné","non mentionné","non mentionné","non mentionné","Rassemblement pour la République;Union pour la démocratie française","Union pour la France","non","Bourre","Jean-Michel","homme","non mentionné","non mentionné","non mentionné","médecin;directeur  recherches médicales","adjoint au maire","non mentionné","non mentionné","non mentionné","Rassemblement pour la République;Union pour la démocratie française","Union pour la France","non"
"EL195_L_1993_03_075_07_2_PF_01","1993-03-28","Élections législatives;France;Assemblée Nationale;Ve République","Élections législatives de 1993, Paris - 75, circonscription n°07 : profession de foi de Patrick Bloche au tour 2","législatives","2","EL195","75","Paris","75 - Paris (Seine)","7","https://ia902301.us.archive.org/10/items/EL195_L_1993_03_075_07_2_PF_01/EL195_L_1993_03_075_07_2_PF_01_000.jpg;https://ia902301.us.archive.org/10/items/EL195_L_1993_03_075_07_2_PF_01/EL195_L_1993_03_075_07_2_PF_01_001.jpg","https://ia902301.us.archive.org/10/items/EL195_L_1993_03_075_07_2_PF_01/EL195_L_1993_03_075_07_2_PF_01.pdf","https://ia902301.us.archive.org/10/items/EL195_L_1993_03_075_07_2_PF_01/EL195_L_1993_03_075_07_2_PF_01_djvu.txt","Bloche","Patrick","homme","non mentionné","non mentionné","non mentionné","non mentionné","conseiller d'arrondissement","non mentionné","non mentionné","non mentionné","non mentionné","Rassemblement progrès démocratie","non","Hoffman","Danièle","femme","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","Rassemblement progrès démocratie","non"
"EL195_L_1993_03_075_07_2_PF_02","1993-03-28","France;Élections législatives;Assemblée Nationale;Ve République","Élections législatives de 1993, Paris - 75, circonscription n°07 : profession de foi de Alain Devaquet au tour 2","législatives","2","EL195","75","Paris","75 - Paris (Seine)","7","https://ia804505.us.archive.org/9/items/EL195_L_1993_03_075_07_2_PF_02/EL195_L_1993_03_075_07_2_PF_02_000.jpg;https://ia804505.us.archive.org/9/items/EL195_L_1993_03_075_07_2_PF_02/EL195_L_1993_03_075_07_2_PF_02_001.jpg","https://ia804505.us.archive.org/9/items/EL195_L_1993_03_075_07_2_PF_02/EL195_L_1993_03_075_07_2_PF_02.pdf","https://ia804505.us.archive.org/9/items/EL195_L_1993_03_075_07_2_PF_02/EL195_L_1993_03_075_07_2_PF_02_djvu.txt","Devaquet","Alain","homme","non mentionné","non mentionné","non mentionné","non mentionné","adjoint au maire;maire","ministre;député sortant","non mentionné","non mentionné","Rassemblement pour la République;Union pour la démocratie française","Union pour la France","non","Laine","Joël","homme","non mentionné","non mentionné","non mentionné","non mentionné","adjoint au maire","député suppléant","non mentionné","non mentionné","Rassemblement pour la République;Union pour la démocratie française","Union pour la France","non"
"EL195_L_1993_03_075_08_2_PF_01","1993-03-28","Assemblée Nationale;Élections législatives;Ve République;France","Élections législatives de 1993, Paris - 75, circonscription n°08 : profession de foi de Jean de Gaulle au tour 2","législatives","2","EL195","75","Paris","75 - Paris (Seine)","8","https://ia802307.us.archive.org/7/items/EL195_L_1993_03_075_08_2_PF_01/EL195_L_1993_03_075_08_2_PF_01_000.jpg;https://ia802307.us.archive.org/7/items/EL195_L_1993_03_075_08_2_PF_01/EL195_L_1993_03_075_08_2_PF_01_001.jpg","https://ia802307.us.archive.org/7/items/EL195_L_1993_03_075_08_2_PF_01/EL195_L_1993_03_075_08_2_PF_01.pdf","https://ia802307.us.archive.org/7/items/EL195_L_1993_03_075_08_2_PF_01/EL195_L_1993_03_075_08_2_PF_01_djvu.txt","Gaulle","Jean de","homme","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","Rassemblement pour la République;Union pour la démocratie française","Union pour la France","non","Perrin","François","homme","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","Rassemblement pour la République;Union pour la démocratie française","Union pour la France","non"
"EL195_L_1993_03_075_08_2_PF_02","1993-03-28","Ve République;France;Élections législatives;Assemblée Nationale","Élections législatives de 1993, Paris - 75, circonscription n°08 : profession de foi de Eric Chevaillier au tour 2","législatives","2","EL195","75","Paris","75 - Paris (Seine)","8","https://ia804508.us.archive.org/5/items/EL195_L_1993_03_075_08_2_PF_02/EL195_L_1993_03_075_08_2_PF_02_000.jpg;https://ia804508.us.archive.org/5/items/EL195_L_1993_03_075_08_2_PF_02/EL195_L_1993_03_075_08_2_PF_02_001.jpg","https://ia804508.us.archive.org/5/items/EL195_L_1993_03_075_08_2_PF_02/EL195_L_1993_03_075_08_2_PF_02.pdf","https://ia804508.us.archive.org/5/items/EL195_L_1993_03_075_08_2_PF_02/EL195_L_1993_03_075_08_2_PF_02_djvu.txt","Chevaillier","Eric","homme","32","32","entre 30 et 39 ans","cadre commercial","non mentionné","non mentionné","politique","non mentionné","non mentionné","Rassemblement progrès démocratie","non","Bugat","Stéphane","homme","38","38","entre 30 et 39 ans","éditeur chef d'entreprise","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","Rassemblement progrès démocratie","non"
"EL195_L_1993_03_075_09_2_PF_01","1993-03-28","Assemblée Nationale;Élections législatives;France;Ve République","Élections législatives de 1993, Paris - 75, circonscription n°09 : profession de foi de Jean-Marie Le Guen au tour 2","législatives","2","EL195","75","Paris","75 - Paris (Seine)","9","https://ia902302.us.archive.org/31/items/EL195_L_1993_03_075_09_2_PF_01/EL195_L_1993_03_075_09_2_PF_01_000.jpg;https://ia902302.us.archive.org/31/items/EL195_L_1993_03_075_09_2_PF_01/EL195_L_1993_03_075_09_2_PF_01_001.jpg","https://ia902302.us.archive.org/31/items/EL195_L_1993_03_075_09_2_PF_01/EL195_L_1993_03_075_09_2_PF_01.pdf","https://ia902302.us.archive.org/31/items/EL195_L_1993_03_075_09_2_PF_01/EL195_L_1993_03_075_09_2_PF_01_djvu.txt","Le Guen","Jean-Marie","homme","40","40","entre 40 et 49 ans","médecin","conseiller d'arrondissement","député sortant","non mentionné","non mentionné","non mentionné","Rassemblement progrès démocratie","non","Raffalli","Colette","femme","56","56","entre 50 et 59 ans","non mentionné","conseiller d'arrondissement","non mentionné","non mentionné","non mentionné","non mentionné","Rassemblement progrès démocratie","non"
"EL195_L_1993_03_075_09_2_PF_02","1993-03-28","Ve République;France;Élections législatives;Assemblée Nationale","Élections législatives de 1993, Paris - 75, circonscription n°09 : profession de foi de Anne-Marie Couderc au tour 2","législatives","2","EL195","75","Paris","75 - Paris (Seine)","9","https://ia904503.us.archive.org/34/items/EL195_L_1993_03_075_09_2_PF_02/EL195_L_1993_03_075_09_2_PF_02_000.jpg;https://ia904503.us.archive.org/34/items/EL195_L_1993_03_075_09_2_PF_02/EL195_L_1993_03_075_09_2_PF_02_001.jpg","https://ia904503.us.archive.org/34/items/EL195_L_1993_03_075_09_2_PF_02/EL195_L_1993_03_075_09_2_PF_02.pdf","https://ia904503.us.archive.org/34/items/EL195_L_1993_03_075_09_2_PF_02/EL195_L_1993_03_075_09_2_PF_02_djvu.txt","Couderc","Anne-Marie","femme","non mentionné","non mentionné","non mentionné","non mentionné","adjoint au maire","non mentionné","non mentionné","non mentionné","Rassemblement pour la République;Union pour la démocratie française","Union pour la France","non","Trémège","Patrick","homme","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","Rassemblement pour la République;Union pour la démocratie française","Union pour la France","non"
"EL196_L_1993_03_076_01_2_PF_01","1993-03-28","France;Assemblée Nationale;Ve République;Élections législatives","Élections législatives de 1993, Seine-Maritime - 76, circonscription n°01 : profession de foi de Jeanine Bonvoisin au tour 2","législatives","2","EL196","76","Seine-Maritime","76 - Seine-Maritime","1","https://ia804500.us.archive.org/14/items/EL196_L_1993_03_076_01_2_PF_01/EL196_L_1993_03_076_01_2_PF_01_000.jpg;https://ia804500.us.archive.org/14/items/EL196_L_1993_03_076_01_2_PF_01/EL196_L_1993_03_076_01_2_PF_01_001.jpg","https://ia804500.us.archive.org/14/items/EL196_L_1993_03_076_01_2_PF_01/EL196_L_1993_03_076_01_2_PF_01.pdf","https://ia804500.us.archive.org/14/items/EL196_L_1993_03_076_01_2_PF_01/EL196_L_1993_03_076_01_2_PF_01_djvu.txt","Bonvoisin","Jeanine","femme","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","Union pour la démocratie française;Rassemblement pour la République","non mentionné","non","Herr","Patrick","homme","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","Union pour la démocratie française;Rassemblement pour la République","non mentionné","non"
"EL196_L_1993_03_076_01_2_PF_02","1993-03-28","Ve République;Élections législatives;Assemblée Nationale;France","Élections législatives de 1993, Seine-Maritime - 76, circonscription n°01 : profession de foi de Michel Bérégovoy au tour 2","législatives","2","EL196","76","Seine-Maritime","76 - Seine-Maritime","1","https://ia804509.us.archive.org/31/items/EL196_L_1993_03_076_01_2_PF_02/EL196_L_1993_03_076_01_2_PF_02_000.jpg;https://ia804509.us.archive.org/31/items/EL196_L_1993_03_076_01_2_PF_02/EL196_L_1993_03_076_01_2_PF_02_001.jpg","https://ia804509.us.archive.org/31/items/EL196_L_1993_03_076_01_2_PF_02/EL196_L_1993_03_076_01_2_PF_02.pdf","https://ia804509.us.archive.org/31/items/EL196_L_1993_03_076_01_2_PF_02/EL196_L_1993_03_076_01_2_PF_02_djvu.txt","Bérégovoy","Michel","homme","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","député sortant","non mentionné","non mentionné","non mentionné","Alliance des Français pour le progrès","non","Foubert","Robert","homme","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","Alliance des Français pour le progrès","non"
"EL196_L_1993_03_076_10_2_PF_01","1993-03-28","Ve République;Assemblée Nationale;Élections législatives;France","Élections législatives de 1993, Seine-Maritime - 76, circonscription n°10 : profession de foi de Alfred Trassy-Pailogues au tour 2","législatives","2","EL196","76","Seine-Maritime","76 - Seine-Maritime","10","https://ia902307.us.archive.org/16/items/EL196_L_1993_03_076_10_2_PF_01/EL196_L_1993_03_076_10_2_PF_01_000.jpg;https://ia902307.us.archive.org/16/items/EL196_L_1993_03_076_10_2_PF_01/EL196_L_1993_03_076_10_2_PF_01_001.jpg","https://ia902307.us.archive.org/16/items/EL196_L_1993_03_076_10_2_PF_01/EL196_L_1993_03_076_10_2_PF_01.pdf","https://ia902307.us.archive.org/16/items/EL196_L_1993_03_076_10_2_PF_01/EL196_L_1993_03_076_10_2_PF_01_djvu.txt","Trassy-Pailogues","Alfred","homme","non mentionné","non mentionné","non mentionné","non mentionné","conseiller régional;conseiller général","non mentionné","non mentionné","non mentionné","Union pour la démocratie française;Rassemblement pour la République","non mentionné","non","Couture","Jacques","homme","non mentionné","non mentionné","non mentionné","non mentionné","conseiller régional;conseiller général","non mentionné","non mentionné","non mentionné","Union pour la démocratie française;Rassemblement pour la République","non mentionné","non"
"EL196_L_1993_03_076_10_2_PF_02","1993-03-28","Ve République;Élections législatives;France;Assemblée Nationale","Élections législatives de 1993, Seine-Maritime - 76, circonscription n°10 : profession de foi de Jean-Marie Leduc au tour 2","législatives","2","EL196","76","Seine-Maritime","76 - Seine-Maritime","10","https://ia802305.us.archive.org/27/items/EL196_L_1993_03_076_10_2_PF_02/EL196_L_1993_03_076_10_2_PF_02_000.jpg;https://ia802305.us.archive.org/27/items/EL196_L_1993_03_076_10_2_PF_02/EL196_L_1993_03_076_10_2_PF_02_001.jpg","https://ia802305.us.archive.org/27/items/EL196_L_1993_03_076_10_2_PF_02/EL196_L_1993_03_076_10_2_PF_02.pdf","https://ia802305.us.archive.org/27/items/EL196_L_1993_03_076_10_2_PF_02/EL196_L_1993_03_076_10_2_PF_02_djvu.txt","Leduc","Jean-Marie","homme","non mentionné","non mentionné","non mentionné","non mentionné","maire;conseiller régional","député","non mentionné","non mentionné","Parti socialiste;Mouvement des radicaux de gauche","Alliance des Français pour le progrès","non","non mentionné","non mentionné","non déterminé","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non"
"EL196_L_1993_03_076_11_2_PF_01","1993-03-28","Assemblée Nationale;France;Ve République;Élections législatives","Élections législatives de 1993, Seine-Maritime - 76, circonscription n°11 : profession de foi de Jean Beaufils au tour 2","législatives","2","EL196","76","Seine-Maritime","76 - Seine-Maritime","11","https://ia802305.us.archive.org/23/items/EL196_L_1993_03_076_11_2_PF_01/EL196_L_1993_03_076_11_2_PF_01_000.jpg;https://ia802305.us.archive.org/23/items/EL196_L_1993_03_076_11_2_PF_01/EL196_L_1993_03_076_11_2_PF_01_001.jpg","https://ia802305.us.archive.org/23/items/EL196_L_1993_03_076_11_2_PF_01/EL196_L_1993_03_076_11_2_PF_01.pdf","https://ia802305.us.archive.org/23/items/EL196_L_1993_03_076_11_2_PF_01/EL196_L_1993_03_076_11_2_PF_01_djvu.txt","Beaufils","Jean","homme","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non","Acher","André","homme","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non"
"EL196_L_1993_03_076_11_2_PF_02","1993-03-28","Ve République;Assemblée Nationale;France;Élections législatives","Élections législatives de 1993, Seine-Maritime - 76, circonscription n°11 : profession de foi de Edouard Leveau au tour 2","législatives","2","EL196","76","Seine-Maritime","76 - Seine-Maritime","11","https://ia904508.us.archive.org/10/items/EL196_L_1993_03_076_11_2_PF_02/EL196_L_1993_03_076_11_2_PF_02_000.jpg;https://ia904508.us.archive.org/10/items/EL196_L_1993_03_076_11_2_PF_02/EL196_L_1993_03_076_11_2_PF_02_001.jpg","https://ia904508.us.archive.org/10/items/EL196_L_1993_03_076_11_2_PF_02/EL196_L_1993_03_076_11_2_PF_02.pdf","https://ia904508.us.archive.org/10/items/EL196_L_1993_03_076_11_2_PF_02/EL196_L_1993_03_076_11_2_PF_02_djvu.txt","Leveau","Edouard","homme","non mentionné","non mentionné","non mentionné","non mentionné","conseiller général;conseiller régional","non mentionné","non mentionné","non mentionné","Rassemblement pour la République;Union pour la démocratie française","non mentionné","non","Le Prince","Jean","homme","non mentionné","non mentionné","non mentionné","non mentionné","maire","non mentionné","non mentionné","non mentionné","Rassemblement pour la République;Union pour la démocratie française","non mentionné","non"
"EL196_L_1993_03_076_12_2_PF_01","1993-03-28","France;Assemblée Nationale;Élections législatives;Ve République","Élections législatives de 1993, Seine-Maritime - 76, circonscription n°12 : profession de foi de Alain Le Vern au tour 2","législatives","2","EL196","76","Seine-Maritime","76 - Seine-Maritime","12","https://ia902302.us.archive.org/10/items/EL196_L_1993_03_076_12_2_PF_01/EL196_L_1993_03_076_12_2_PF_01_000.jpg;https://ia902302.us.archive.org/10/items/EL196_L_1993_03_076_12_2_PF_01/EL196_L_1993_03_076_12_2_PF_01_001.jpg","https://ia902302.us.archive.org/10/items/EL196_L_1993_03_076_12_2_PF_01/EL196_L_1993_03_076_12_2_PF_01.pdf","https://ia902302.us.archive.org/10/items/EL196_L_1993_03_076_12_2_PF_01/EL196_L_1993_03_076_12_2_PF_01_djvu.txt","Le Vern","Alain","homme","44","44","entre 40 et 49 ans","non mentionné","maire;conseiller régional","député sortant","non mentionné","non mentionné","non mentionné","non mentionné","non","Plailly","Christian","homme","44","44","entre 40 et 49 ans","docteur","maire","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non"
"EL196_L_1993_03_076_12_2_PF_02","1993-03-28","Élections législatives;France;Ve République;Assemblée Nationale","Élections législatives de 1993, Seine-Maritime - 76, circonscription n°12 : profession de foi de Pierre Blot au tour 2","législatives","2","EL196","76","Seine-Maritime","76 - Seine-Maritime","12","https://ia804504.us.archive.org/23/items/EL196_L_1993_03_076_12_2_PF_02/EL196_L_1993_03_076_12_2_PF_02_000.jpg;https://ia804504.us.archive.org/23/items/EL196_L_1993_03_076_12_2_PF_02/EL196_L_1993_03_076_12_2_PF_02_001.jpg","https://ia804504.us.archive.org/23/items/EL196_L_1993_03_076_12_2_PF_02/EL196_L_1993_03_076_12_2_PF_02.pdf","https://ia804504.us.archive.org/23/items/EL196_L_1993_03_076_12_2_PF_02/EL196_L_1993_03_076_12_2_PF_02_djvu.txt","Blot","Pierre","homme","non mentionné","non mentionné","non mentionné","non mentionné","maire;conseiller général","non mentionné","non mentionné","non mentionné","Rassemblement pour la République;Union pour la démocratie française","non mentionné","non","Gauzès","Jean-Paul","homme","non mentionné","non mentionné","non mentionné","non mentionné","maire","non mentionné","non mentionné","non mentionné","Rassemblement pour la République;Union pour la démocratie française","non mentionné","non"
"EL196_L_1993_03_076_02_2_PF_01","1993-03-28","Ve République;Assemblée Nationale;France;Élections législatives","Élections législatives de 1993, Seine-Maritime - 76, circonscription n°02 : profession de foi de Dominique Gambier au tour 2","législatives","2","EL196","76","Seine-Maritime","76 - Seine-Maritime","2","https://ia804500.us.archive.org/32/items/EL196_L_1993_03_076_02_2_PF_01/EL196_L_1993_03_076_02_2_PF_01_000.jpg;https://ia804500.us.archive.org/32/items/EL196_L_1993_03_076_02_2_PF_01/EL196_L_1993_03_076_02_2_PF_01_001.jpg","https://ia804500.us.archive.org/32/items/EL196_L_1993_03_076_02_2_PF_01/EL196_L_1993_03_076_02_2_PF_01.pdf","https://ia804500.us.archive.org/32/items/EL196_L_1993_03_076_02_2_PF_01/EL196_L_1993_03_076_02_2_PF_01_djvu.txt","Gambier","Dominique","homme","1947","46","entre 40 et 49 ans","non mentionné","conseiller régional;conseiller municipal","député sortant","non mentionné","non mentionné","non mentionné","Alliance des Français pour le progrès","non","Rimasson","Nicole","femme","48","48","entre 40 et 49 ans","institutrice","maire","non mentionné","non mentionné","non mentionné","non mentionné","Alliance des Français pour le progrès","non"
"EL196_L_1993_03_076_02_2_PF_02","1993-03-28","Élections législatives;France;Assemblée Nationale;Ve République","Élections législatives de 1993, Seine-Maritime - 76, circonscription n°02 : profession de foi de Pierre Albertini au tour 2","législatives","2","EL196","76","Seine-Maritime","76 - Seine-Maritime","2","https://ia904503.us.archive.org/22/items/EL196_L_1993_03_076_02_2_PF_02/EL196_L_1993_03_076_02_2_PF_02_000.jpg;https://ia904503.us.archive.org/22/items/EL196_L_1993_03_076_02_2_PF_02/EL196_L_1993_03_076_02_2_PF_02_001.jpg","https://ia904503.us.archive.org/22/items/EL196_L_1993_03_076_02_2_PF_02/EL196_L_1993_03_076_02_2_PF_02.pdf","https://ia904503.us.archive.org/22/items/EL196_L_1993_03_076_02_2_PF_02/EL196_L_1993_03_076_02_2_PF_02_djvu.txt","Albertini","Pierre","homme","non mentionné","non mentionné","non mentionné","professeur Université","maire;conseiller régional","non mentionné","non mentionné","non mentionné","Union pour la démocratie française;Rassemblement pour la République","Union pour la France","non","Colin","Raymond","homme","non mentionné","non mentionné","non mentionné","médecin hôpitaux;professeur CHU","non mentionné","non mentionné","non mentionné","non mentionné","Union pour la démocratie française;Rassemblement pour la République","Union pour la France","non"
"EL196_L_1993_03_076_03_2_PF_01","1993-03-28","France;Élections législatives;Assemblée Nationale;Ve République","Élections législatives de 1993, Seine-Maritime - 76, circonscription n°03 : profession de foi de Serge Cramoisan au tour 2","législatives","2","EL196","76","Seine-Maritime","76 - Seine-Maritime","3","https://ia804500.us.archive.org/0/items/EL196_L_1993_03_076_03_2_PF_01/EL196_L_1993_03_076_03_2_PF_01_000.jpg;https://ia804500.us.archive.org/0/items/EL196_L_1993_03_076_03_2_PF_01/EL196_L_1993_03_076_03_2_PF_01_001.jpg","https://ia804500.us.archive.org/0/items/EL196_L_1993_03_076_03_2_PF_01/EL196_L_1993_03_076_03_2_PF_01.pdf","https://ia804500.us.archive.org/0/items/EL196_L_1993_03_076_03_2_PF_01/EL196_L_1993_03_076_03_2_PF_01_djvu.txt","Cramoisan","Serge","homme","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","Union pour la démocratie française;Parti social démocrate","Union pour la France","non","Dudouit","Claude","homme","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","Rassemblement pour la République","Union pour la France","non"
"EL196_L_1993_03_076_03_2_PF_02","1993-03-28","Assemblée Nationale;France;Ve République;Élections législatives","Élections législatives de 1993, Seine-Maritime - 76, circonscription n°03 : profession de foi de Michel Grandpierre au tour 2","législatives","2","EL196","76","Seine-Maritime","76 - Seine-Maritime","3","https://ia902302.us.archive.org/35/items/EL196_L_1993_03_076_03_2_PF_02/EL196_L_1993_03_076_03_2_PF_02_000.jpg;https://ia902302.us.archive.org/35/items/EL196_L_1993_03_076_03_2_PF_02/EL196_L_1993_03_076_03_2_PF_02_001.jpg","https://ia902302.us.archive.org/35/items/EL196_L_1993_03_076_03_2_PF_02/EL196_L_1993_03_076_03_2_PF_02.pdf","https://ia902302.us.archive.org/35/items/EL196_L_1993_03_076_03_2_PF_02/EL196_L_1993_03_076_03_2_PF_02_djvu.txt","Grandpierre","Michel","homme","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non","Hardy","Dominique","homme","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non"
"EL196_L_1993_03_076_04_2_PF_01","1993-03-28","Élections législatives;Ve République;Assemblée Nationale;France","Élections législatives de 1993, Seine-Maritime - 76, circonscription n°04 : profession de foi de Laurent Fabius au tour 2","législatives","2","EL196","76","Seine-Maritime","76 - Seine-Maritime","4","https://ia802302.us.archive.org/6/items/EL196_L_1993_03_076_04_2_PF_01/EL196_L_1993_03_076_04_2_PF_01_000.jpg;https://ia802302.us.archive.org/6/items/EL196_L_1993_03_076_04_2_PF_01/EL196_L_1993_03_076_04_2_PF_01_001.jpg","https://ia802302.us.archive.org/6/items/EL196_L_1993_03_076_04_2_PF_01/EL196_L_1993_03_076_04_2_PF_01.pdf","https://ia802302.us.archive.org/6/items/EL196_L_1993_03_076_04_2_PF_01/EL196_L_1993_03_076_04_2_PF_01_djvu.txt","Fabius","Laurent","homme","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","Parti socialiste","Alliance des Français pour le progrès","non","non mentionné","non mentionné","non déterminé","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non"
